graveid,book,handsinprayer,cross,angel,type_stone,type_stele,type_badge,type_other
139734576,0,0,0,0,0,0,1,0
31158938,0,0,0,0,0,0,1,0
129273550,0,0,0,0,0,0,1,0
140648164,0,0,0,0,0,0,1,0
82379441,0,0,0,0,1,0,0,0
132044387,0,0,0,0,0,0,1,0
102167862,0,0,0,0,0,0,1,0
185849657,0,0,0,0,0,0,1,0
82634688,0,0,0,0,1,0,0,0
185849701,0,0,0,0,1,0,0,0
85899489,0,0,0,0,1,0,0,0
185849645,0,0,0,0,0,0,1,0
160201338,0,0,0,0,0,0,1,0
138405884,0,0,0,0,1,0,0,0
93565494,0,0,0,0,0,0,0,1
55435146,0,0,0,0,1,0,0,0
83578180,0,0,0,0,1,0,0,0
131830812,0,0,0,0,1,0,0,0
185849447,0,0,1,0,0,0,1,0
185849198,0,0,0,0,0,0,0,1
129922766,0,0,1,0,1,0,0,0
82403294,0,0,1,0,1,0,0,0
55435118,0,0,0,0,0,0,0,1
82481611,0,0,0,0,0,0,1,0
160201045,0,0,1,0,1,0,0,0
83578180,0,0,0,0,1,0,0,0
185849198,0,0,0,0,0,0,0,1
129776864,0,0,0,0,1,0,0,0
160130956,0,0,1,0,1,0,0,0
82609297,0,1,0,0,1,0,0,0
159897347,0,0,0,0,0,0,0,1
185849599,0,0,0,0,0,0,0,1
82479596,0,0,1,0,0,0,0,1
83514582,0,0,0,0,0,0,1,0
131819820,0,0,0,0,1,0,0,0
183644403,0,0,0,0,0,0,1,0
131834653,0,0,0,0,1,0,0,0
131836020,0,0,1,0,1,0,0,0
152875627,0,0,0,0,0,0,0,1
82723182,0,0,0,0,1,0,0,0
46501927,0,0,0,0,0,0,1,0
113391921,0,0,1,0,1,0,0,0
160201096,0,0,1,0,1,0,0,0
138405615,1,0,1,0,1,0,0,0
155939219,0,0,1,0,1,0,0,0
138405772,0,0,0,0,1,0,0,0
131830707,0,0,0,0,0,0,1,0
129879752,0,0,1,0,1,0,0,0
131835875,0,0,0,0,1,0,0,0
185850613,0,0,0,0,1,0,0,0
82496347,0,0,0,0,1,0,0,0
70725861,0,0,0,0,1,0,0,0
184881490,1,0,1,0,1,0,0,0
55447006,0,0,0,0,0,0,0,1
40251822,0,0,0,0,1,0,0,0
131982197,0,0,0,0,0,0,1,0
155939101,0,0,0,0,1,0,0,0
133083853,0,0,0,0,1,0,0,0
82634688,0,0,0,0,1,0,0,0
55432534,0,0,0,0,1,0,0,0
131834653,0,0,0,0,1,0,0,0
152875882,0,0,0,0,1,0,0,0
131831394,0,0,0,0,0,0,1,0
132163528,0,0,0,0,0,0,1,0
83245157,0,0,0,0,0,0,1,0
133067817,0,0,0,0,0,0,0,1
129909767,0,0,0,0,0,0,0,1
185849599,0,0,0,0,0,0,0,1
82496901,0,0,0,0,1,0,0,0
185872477,0,0,1,0,0,0,0,1
129977971,0,0,0,0,1,0,0,0
133128699,0,0,0,0,0,0,0,1
131827107,0,0,0,0,0,0,0,1
113567609,0,0,1,0,1,0,0,0
55435059,0,0,0,0,1,0,0,0
82480477,0,0,1,0,0,0,1,0
185848947,0,0,0,0,0,1,0,0
83581947,0,0,0,0,1,0,0,0
55432102,0,0,0,0,1,0,0,0
148822487,0,0,0,0,1,0,0,0
132242992,0,0,0,0,0,0,1,0
129916908,0,0,0,0,1,0,0,0
131819598,0,0,0,0,1,0,0,0
144494579,0,0,0,0,1,0,0,0
129934006,0,0,0,0,1,0,0,0
132100044,0,0,0,0,0,0,0,1
83471619,0,0,0,0,0,0,1,0
129909562,0,0,1,0,0,0,0,1
40387986,0,0,0,0,1,0,0,0
129921388,0,0,0,0,1,0,0,0
82478094,0,0,0,0,0,0,1,0
55446855,0,0,0,0,1,0,0,0
83062982,0,0,0,0,1,0,0,0
83234999,0,0,0,0,1,0,0,0
160201264,0,0,0,0,0,0,1,0
82496146,0,0,0,0,1,0,0,0
152876737,0,0,0,0,1,0,0,0
82499030,0,0,1,0,1,0,0,0
129908564,0,0,0,0,1,0,0,0
131830483,0,0,1,0,0,0,1,0
185850746,0,0,0,0,0,0,1,0
137857852,0,0,1,0,1,0,0,0
185290422,1,0,0,0,1,0,0,0
160201365,0,0,0,0,0,0,0,1
35595940,0,0,0,0,0,0,1,0
181035888,0,0,0,0,0,0,1,0
76732721,0,0,1,0,0,0,1,0
63838996,1,1,0,0,0,0,1,0
68843260,0,0,1,0,0,0,1,0
51457409,0,0,0,0,0,0,0,1
34030973,0,0,0,0,0,0,1,0
60403602,0,0,0,0,0,0,1,0
100360223,0,0,1,0,0,0,1,0
29789531,0,0,0,0,0,0,1,0
29789071,0,0,0,0,0,0,1,0
30630753,0,0,0,0,0,0,1,0
75770338,0,1,0,0,0,0,1,0
33132658,0,1,1,0,0,0,1,0
60087793,0,0,0,0,0,0,1,0
67753504,0,0,0,0,0,0,1,0
181035888,0,0,0,0,0,0,1,0
32524736,0,0,1,0,0,0,1,0
33132520,1,0,1,0,0,0,1,0
32883284,0,1,1,0,0,0,1,0
34502379,0,0,1,0,0,0,1,0
156525569,0,0,1,0,0,0,1,0
176466987,0,1,0,0,0,0,1,0
158734331,0,0,1,0,0,0,1,0
66394387,0,0,0,0,0,0,1,0
27772112,0,0,1,0,0,0,1,0
60403602,0,0,0,0,0,0,1,0
33186866,0,0,0,0,0,0,1,0
39469588,0,0,1,0,0,0,1,0
81688295,0,0,1,0,0,0,1,0
95966756,0,0,1,0,0,0,1,0
158734147,0,0,0,0,0,0,1,0
54290942,0,0,0,0,0,0,1,0
32442297,0,0,1,0,0,0,1,0
158734147,0,0,0,0,0,0,1,0
46894894,0,0,0,0,0,0,1,0
60685520,0,1,1,0,0,0,1,0
30630408,0,0,0,0,0,0,1,0
43684281,0,1,0,0,0,0,1,0
67771665,0,0,1,0,0,0,1,0
176625527,0,0,1,0,0,0,1,0
33132185,0,0,0,0,0,0,1,0
60388030,1,0,1,0,0,0,1,0
80882122,0,0,0,0,0,0,1,0
40043845,0,0,1,0,0,0,1,0
60121899,0,0,0,0,0,0,1,0
109089685,0,0,0,0,0,0,0,1
33503143,0,0,0,0,0,0,1,0
162246035,0,0,1,0,0,0,1,0
59113130,0,0,0,0,0,0,1,0
162246035,0,0,1,0,0,0,1,0
92020462,1,1,1,0,0,0,1,0
38059658,0,0,0,0,0,0,1,0
60387331,1,1,1,0,0,0,1,0
54290942,0,0,0,0,0,0,1,0
91505922,0,0,0,0,0,0,1,0
40602866,0,0,1,0,0,0,1,0
39467934,0,0,0,0,0,0,1,0
33132210,0,1,0,0,0,0,1,0
170829341,1,1,0,0,0,0,1,0
39468243,0,0,1,0,0,0,1,0
56821826,0,0,0,0,0,0,1,0
40789172,1,0,0,0,0,0,1,0
71163248,0,0,0,0,0,0,1,0
122103398,0,0,0,0,0,0,1,0
51457409,0,0,0,0,0,0,0,1
34149739,1,1,0,0,0,0,1,0
32440910,0,0,1,0,0,0,1,0
32524536,0,0,1,0,0,0,1,0
58762764,0,0,1,0,0,0,1,0
63838969,0,0,1,0,0,0,1,0
107821327,1,0,0,0,0,0,1,0
33858528,0,0,0,1,0,0,1,0
39983256,0,0,1,0,0,0,1,0
33858586,0,0,0,0,0,0,1,0
30810226,1,1,0,0,0,0,1,0
29789011,0,0,0,0,0,0,1,0
32524703,0,0,1,0,0,0,1,0
39975291,0,0,1,0,0,0,1,0
91518466,0,0,0,0,0,0,1,0
32883312,0,0,0,0,0,0,1,0
67771665,0,1,1,0,0,0,1,0
58405139,0,0,0,0,0,0,1,0
60387589,0,0,0,0,0,0,1,0
32883536,1,0,0,0,0,0,1,0
32441665,0,1,0,0,0,0,1,0
29067169,0,0,1,0,0,0,1,0
29805765,0,0,0,0,0,0,1,0
77171602,0,0,1,0,0,0,1,0
39468243,0,0,1,0,0,0,1,0
33132532,0,0,0,0,0,0,0,1
37719998,0,0,0,0,0,0,0,1
39462280,0,0,1,0,0,0,1,0
30630358,0,1,1,0,0,0,1,0
52158240,0,0,0,0,0,0,1,0
34502399,0,0,1,0,0,0,1,0
156727275,0,0,1,0,0,0,1,0
103150880,0,0,0,0,0,0,0,1
63839004,1,1,0,0,0,0,1,0
71177852,0,0,1,0,1,0,0,0
84114511,0,0,0,0,0,0,1,0
72445939,0,0,0,0,0,0,1,0
137880240,0,0,0,0,1,0,0,0
72445939,0,0,0,0,0,0,1,0
79141080,0,0,0,0,0,0,1,0
28554199,0,0,0,0,0,0,1,0
65579749,0,1,1,0,0,0,1,0
142870726,0,1,0,0,0,0,1,0
31776266,0,0,0,0,0,0,1,0
131392013,0,1,0,0,0,0,1,0
15856898,0,0,1,0,0,0,1,0
43406017,0,0,0,0,0,0,1,0
64656952,0,0,1,0,0,0,1,0
15702039,0,0,1,0,0,0,1,0
129584957,0,0,0,0,0,0,1,0
172921822,0,0,0,0,0,0,0,1
137423337,0,0,1,0,0,0,1,0
27383903,0,0,0,0,0,0,1,0
31101217,0,0,0,0,0,0,1,0
65579749,0,0,0,0,0,0,1,0
30820166,0,0,0,0,0,0,1,0
115096594,0,0,0,0,0,0,1,0
129568051,0,0,0,0,0,0,1,0
18259215,0,0,0,0,0,0,1,0
80543538,0,0,0,0,0,0,1,0
74242060,0,0,0,0,0,0,1,0
75656850,1,1,0,0,0,0,1,0
50146476,0,0,0,0,0,0,0,1
134311356,0,0,0,0,0,0,1,0
85760163,0,0,0,0,0,0,1,0
69420655,0,0,0,0,0,0,1,0
64220391,0,0,1,0,0,0,1,0
64822412,0,0,0,0,0,0,1,0
80578610,0,0,1,0,0,0,1,0
69429309,0,0,1,0,0,0,1,0
64924935,1,0,0,0,0,0,1,0
54419918,0,1,0,0,0,0,1,0
65165523,0,0,0,0,0,0,1,0
143915713,0,0,1,0,0,0,1,0
49727254,1,0,0,0,0,0,1,0
17018983,1,0,0,0,0,0,1,0
84013260,0,0,0,0,0,0,1,0
27383903,0,0,1,0,0,0,1,0
17972758,0,0,0,0,0,0,1,0
132003703,0,0,0,0,0,0,1,0
142425578,0,0,1,0,0,0,1,0
27250390,0,0,1,0,0,0,1,0
132742464,0,0,1,0,0,0,1,0
140394789,0,0,1,0,0,0,1,0
108791078,0,0,1,0,0,0,0,1
17972758,0,0,0,0,0,0,1,0
63054051,0,0,1,0,0,0,1,0
10736330,0,0,0,0,0,0,1,0
43661025,0,0,0,0,0,0,1,0
138518215,1,0,0,0,0,0,1,0
35265852,0,0,0,0,0,0,1,0
29577038,0,0,1,0,0,0,1,0
9683710,0,0,1,0,0,0,1,0
20968425,0,0,0,0,0,0,1,0
173039942,0,1,0,0,0,0,1,0
10409514,0,0,1,0,0,0,1,0
31935019,0,0,0,0,0,0,1,0
125986524,0,0,0,0,0,0,1,0
141777500,0,0,1,0,0,0,1,0
32975433,0,1,0,0,0,0,1,0
39465040,0,0,0,0,0,0,1,0
25540182,0,0,1,0,0,0,1,0
131646633,0,0,0,0,0,0,1,0
13270096,0,0,0,0,0,0,1,0
69391170,0,0,0,0,0,0,1,0
63016860,0,0,0,0,0,0,1,0
132003703,0,0,0,0,0,0,1,0
141183789,0,0,1,0,0,0,1,0
9092037,0,0,1,0,0,0,1,0
33967270,0,1,0,0,0,0,1,0
24078563,0,0,0,0,0,0,1,0
73289965,0,0,1,0,0,0,1,0
86707945,0,0,0,1,0,0,1,0
33151805,0,0,1,0,0,0,1,0
33608911,0,0,0,0,0,0,1,0
67113977,0,0,1,0,0,0,1,0
62322511,0,0,0,0,0,0,1,0
131389092,0,0,0,0,0,0,1,0
139941116,0,1,1,0,0,0,1,0
138518215,1,0,0,0,0,0,1,0
11962175,0,0,0,0,0,0,1,0
65473148,0,1,0,0,0,0,1,0
79141080,0,0,0,0,0,0,1,0
30820166,0,0,0,0,0,0,1,0
63016860,0,0,0,0,0,0,1,0
24318580,0,0,0,0,0,0,1,0
30460594,0,0,1,0,0,0,1,0
8961639,0,0,1,0,0,0,1,0
143928228,1,0,0,0,0,0,1,0
30819621,0,0,0,0,0,0,1,0
9740836,0,0,0,0,0,0,1,0
90423014,0,0,1,0,0,0,0,1
15702492,0,0,0,0,0,0,1,0
61819012,0,0,0,0,0,0,1,0
99531322,0,0,1,0,0,0,1,0
85610393,0,0,1,0,0,0,1,0
83606568,0,0,0,1,0,0,1,0
42660464,0,0,0,0,1,0,0,0
115883175,0,0,0,0,1,0,0,0
19491813,0,0,1,0,0,0,1,0
95132006,0,1,0,0,1,0,0,0
105708277,0,0,0,0,0,0,1,0
84285811,0,0,0,0,0,0,1,0
106853703,0,0,1,0,1,0,0,0
107006737,0,0,0,0,1,0,0,0
19322287,0,0,0,0,0,0,1,0
100742393,0,0,0,0,1,0,0,0
23724990,1,0,0,0,1,0,0,0
16817278,0,0,1,0,1,0,0,0
102137254,0,0,0,0,0,0,1,0
106540503,0,0,0,0,1,0,0,0
106291534,0,0,0,0,0,0,1,0
83575569,0,0,0,0,1,0,0,0
16755831,0,0,0,0,0,0,1,0
31629402,1,0,0,0,1,0,0,0
76254744,0,0,0,0,1,0,0,0
76267765,0,0,0,0,0,0,1,0
13089886,0,0,0,0,0,0,1,0
65478156,0,0,0,0,0,0,0,1
43008375,0,1,1,0,1,0,0,0
153237673,0,0,1,0,1,0,0,0
83092306,0,0,0,0,1,0,0,0
82774086,0,0,0,0,1,0,0,0
73335979,0,0,0,0,1,0,0,0
34030339,0,0,0,0,0,0,1,0
110711285,1,0,1,0,1,0,0,0
128883399,0,0,0,0,0,0,1,0
149425969,0,0,0,0,0,0,1,0
26979417,0,0,1,0,1,0,0,0
19150146,0,0,1,0,1,0,0,0
23782775,0,0,1,0,0,0,1,0
13020107,0,0,1,0,1,0,0,0
83575569,0,0,0,0,1,0,0,0
83857433,1,0,0,0,0,0,1,0
20162644,0,0,1,0,1,0,0,0
84168968,0,0,0,0,1,0,0,0
86730230,0,0,0,1,1,0,0,0
84754945,0,0,1,0,0,0,1,0
103728072,0,0,0,0,1,0,0,0
43302250,1,0,1,0,1,0,0,0
13080006,0,0,0,0,1,0,0,0
23767594,0,0,0,0,0,0,1,0
86144976,0,0,0,0,1,0,0,0
58942710,1,0,0,0,0,0,1,0
17321463,0,0,0,0,0,0,1,0
107055350,0,0,0,0,1,0,0,0
86000444,1,0,0,0,1,0,0,0
88948001,0,1,0,0,0,0,1,0
23753589,0,0,1,0,0,0,1,0
13967054,0,0,0,0,1,0,0,0
46493939,0,0,0,0,1,0,0,0
92328999,0,0,0,0,0,0,1,0
111736365,0,0,0,0,1,0,0,0
118911421,0,1,0,0,1,0,0,0
23753581,0,1,0,0,0,0,1,0
19740257,0,0,1,0,1,0,0,0
26979417,0,0,0,0,1,0,0,0
86332524,0,0,0,0,1,0,0,0
47029446,0,0,0,0,0,0,1,0
104640989,0,0,0,0,0,0,1,0
29303678,0,0,0,0,1,0,0,0
106703347,0,0,0,0,0,0,1,0
13695217,0,0,0,0,1,0,0,0
183909986,0,0,0,0,1,0,0,0
17915314,0,0,0,0,1,0,0,0
86076066,0,0,0,0,0,0,1,0
15776209,0,0,0,0,0,0,1,0
70062647,0,0,0,0,0,0,1,0
15775428,1,0,0,0,1,0,0,0
55407706,0,0,0,0,0,0,1,0
106703489,0,0,0,0,0,0,1,0
13020107,0,0,0,0,1,0,0,0
30420883,0,0,1,0,1,0,0,0
84828704,0,0,0,0,0,0,1,0
16930017,0,0,0,0,0,0,1,0
13524380,0,0,0,0,1,0,0,0
61115733,0,0,0,0,1,0,0,0
13509434,0,1,0,0,1,0,0,0
33314572,0,0,0,0,0,0,1,0
86011518,0,0,0,0,1,0,0,0
92441622,1,0,1,0,0,0,1,0
13505840,0,0,0,0,1,0,0,0
29293324,0,0,0,1,0,0,0,1
55041350,0,0,0,0,1,0,0,0
21835081,1,1,1,0,1,0,0,0
74487198,0,0,1,0,1,0,0,0
26175509,0,0,0,0,1,0,0,0
104603201,0,0,1,0,1,0,0,0
22147591,0,0,1,0,0,0,1,0
59758287,0,0,0,0,1,0,0,0
27356192,0,0,0,0,1,0,0,0
16243486,0,0,1,0,0,0,1,0
83857433,1,0,0,0,0,0,1,0
17732671,1,0,0,0,1,0,0,0
20134393,1,0,0,0,0,0,1,0
8241023,0,0,0,0,1,0,0,0
41638014,0,0,0,0,0,0,1,0
51988759,0,0,0,0,1,0,0,0
150265274,0,0,0,0,1,0,0,0
65522064,0,0,0,0,1,0,0,0
65589759,0,0,0,0,1,0,0,0
52125227,0,0,0,0,1,0,0,0
52348460,0,0,0,0,1,0,0,0
38232832,0,0,0,0,1,0,0,0
66714851,0,0,0,0,1,0,0,0
38157055,0,0,0,0,0,0,1,0
65602337,0,0,0,0,1,0,0,0
65521805,0,0,0,0,1,0,0,0
65259300,0,0,1,0,1,0,0,0
52616112,0,1,0,0,1,0,0,0
15133653,0,0,0,0,1,0,0,0
65521283,0,0,1,0,1,0,0,0
69304012,0,0,0,0,0,0,1,0
52073370,0,0,0,0,1,0,0,0
52073711,0,0,0,0,1,0,0,0
65520947,0,0,0,0,1,0,0,0
69249628,0,0,0,0,0,0,0,1
51989036,0,0,0,1,1,0,0,0
52599086,0,0,0,0,1,0,0,0
53178800,0,0,1,0,1,0,0,0
65522260,0,0,1,0,1,0,0,0
38279619,0,1,1,0,1,0,0,0
50424681,0,0,0,0,1,0,0,0
65588866,0,0,0,0,0,0,1,0
38279575,1,0,1,0,1,0,0,0
38259722,0,0,0,0,0,0,1,0
38447317,1,0,0,0,1,0,0,0
38447317,1,0,0,0,1,0,0,0
65520321,0,0,0,0,1,0,0,0
52098446,0,0,0,0,0,0,1,0
20328644,0,0,1,0,0,0,1,0
65589320,0,1,0,0,1,0,0,0
130827791,0,0,1,0,0,0,0,1
69398550,0,1,1,0,1,0,0,0
52075213,0,0,0,0,1,0,0,0
52348460,0,0,0,0,1,0,0,0
73511650,0,0,0,0,1,0,0,0
65588743,0,0,0,0,1,0,0,0
38259740,0,0,0,0,0,0,1,0
65520227,0,0,0,0,1,0,0,0
52074451,0,0,0,0,1,0,0,0
52123117,0,0,0,0,0,0,1,0
35579745,0,0,1,0,1,0,0,0
52075234,0,0,0,0,1,0,0,0
38232821,0,1,1,0,1,0,0,0
72166152,0,0,0,0,1,0,0,0
105296047,0,0,0,0,1,0,0,0
46948032,0,0,0,0,1,0,0,0
38279934,0,0,0,0,0,0,0,1
52102189,0,0,1,0,1,0,0,0
52123277,0,0,0,0,0,0,1,0
52124965,0,0,0,0,0,0,1,0
15133653,0,0,0,0,1,0,0,0
38259971,0,0,0,0,1,0,0,0
38232884,0,0,0,0,0,0,1,0
68393087,0,0,1,0,1,0,0,0
52075291,0,0,0,0,1,0,0,0
121690624,0,0,0,0,1,0,0,0
66823033,0,0,0,0,1,0,0,0
52596778,0,0,0,0,1,0,0,0
38279728,0,0,0,0,1,0,0,0
44103782,0,1,1,0,1,0,0,0
51988684,0,0,0,0,1,0,0,0
67015884,0,0,0,0,1,0,0,0
65523224,0,0,0,0,1,0,0,0
65522352,0,0,0,0,1,0,0,0
65522139,0,0,0,0,1,0,0,0
117066077,0,0,0,0,0,0,1,0
72173843,1,0,0,0,1,0,0,0
65521376,0,0,1,0,1,0,0,0
65521283,0,0,1,0,1,0,0,0
65520947,0,0,0,0,1,0,0,0
65522064,0,0,0,0,1,0,0,0
75817798,0,0,0,0,0,0,1,0
65520741,1,0,1,0,1,0,0,0
53180531,1,0,0,0,1,0,0,0
73496665,0,0,0,0,1,0,0,0
57047789,0,0,1,0,1,0,0,0
52072793,0,0,1,0,1,0,0,0
51988308,0,0,0,0,0,0,1,0
38403054,0,0,0,0,1,0,0,0
92376758,0,0,0,0,1,0,0,0
38279619,0,1,1,0,1,0,0,0
73469033,0,0,0,0,0,0,1,0
60531489,0,0,0,0,0,0,1,0
146588790,0,0,1,0,1,0,0,0
98894351,0,0,0,0,1,0,0,0
38279850,0,0,0,0,1,0,0,0
38279850,0,0,0,0,1,0,0,0
38279575,1,0,1,0,1,0,0,0
52612867,0,0,0,0,0,0,1,0
69064382,0,0,0,0,1,0,0,0
55525254,0,0,0,0,1,0,0,0
52072387,0,0,0,0,1,0,0,0
51990325,0,0,0,0,0,0,1,0
64076733,0,0,0,0,1,0,0,0
67233841,0,1,0,0,0,0,1,0
57821931,0,0,1,0,0,0,1,0
70139628,0,0,0,0,0,0,1,0
141887550,0,0,0,0,0,0,0,1
151036552,0,0,0,0,0,0,1,0
58419681,0,0,1,0,0,0,1,0
150742491,0,0,1,0,0,0,1,0
47989347,1,0,0,0,1,0,0,0
150004216,0,0,1,0,0,0,1,0
137259425,0,0,0,0,1,0,0,0
61665202,0,0,0,1,1,0,0,0
152704759,0,0,0,0,1,0,0,0
165876393,0,0,0,0,0,0,1,0
137257772,0,0,1,0,0,0,1,0
69814624,0,0,1,0,0,0,1,0
114190450,1,0,1,1,0,0,1,0
60192492,0,0,0,0,1,0,0,0
145524160,0,0,0,0,0,0,1,0
151036515,0,0,1,0,0,0,1,0
146070380,0,0,0,0,1,0,0,0
61714452,0,0,0,0,0,0,1,0
152437893,0,0,0,1,0,0,1,0
170119115,0,0,0,0,0,0,1,0
152437361,0,0,0,0,1,0,0,0
145381512,0,0,0,0,0,0,1,0
119888221,0,0,0,0,1,0,0,0
118924902,1,0,0,0,1,0,0,0
67992217,0,0,0,0,0,0,1,0
160978474,0,0,1,0,1,0,0,0
45452226,0,0,1,0,0,0,1,0
61834828,0,0,0,0,1,0,0,0
62018296,0,0,0,0,0,0,1,0
146070380,0,0,0,0,1,0,0,0
69813297,0,0,1,0,0,0,1,0
69813297,0,0,1,0,0,0,1,0
66613777,0,0,0,0,0,0,1,0
117528844,0,0,1,0,0,0,1,0
45065532,0,0,0,0,1,0,0,0
34963875,0,0,1,0,0,0,1,0
135570494,0,0,0,0,0,0,1,0
151655156,0,0,0,0,0,0,1,0
69427931,0,0,1,0,0,0,1,0
83089451,0,0,0,0,0,0,1,0
137259425,0,0,0,0,1,0,0,0
100148749,0,0,0,0,0,0,1,0
149605092,0,0,0,0,0,0,1,0
61806150,0,0,0,0,0,0,1,0
63050397,0,0,0,0,1,0,0,0
58712173,0,0,1,0,1,0,0,0
69676141,0,0,1,0,0,0,1,0
62140550,0,0,0,0,0,0,1,0
69427086,0,1,0,0,0,0,1,0
68822949,0,0,0,0,0,0,1,0
169515568,0,0,0,0,0,0,1,0
57862392,0,0,0,0,0,0,1,0
61301031,0,0,0,0,0,0,1,0
137256681,0,0,1,0,1,0,0,0
74960233,0,0,0,0,0,0,1,0
120849087,0,0,1,0,1,0,0,0
68905517,0,0,0,0,1,0,0,0
141887550,0,0,0,0,0,0,0,1
129254744,0,0,1,0,0,0,1,0
71303901,0,0,0,0,1,0,0,0
71022416,0,0,1,0,0,0,1,0
165870427,0,0,1,0,1,0,0,0
69464443,0,1,1,0,1,0,0,0
71303901,0,0,0,0,1,0,0,0
48922086,0,0,0,0,1,0,0,0
160979831,0,0,0,0,1,0,0,0
62251451,0,0,0,0,1,0,0,0
67749228,0,0,1,0,1,0,0,0
67973208,0,0,0,0,1,0,0,0
68410030,1,0,1,0,0,0,1,0
59067191,1,0,0,0,1,0,0,0
71022416,0,0,1,0,0,0,1,0
70406697,0,0,0,0,1,0,0,0
20238531,0,0,0,0,1,0,0,0
51854735,0,0,0,0,1,0,0,0
150738182,0,0,1,0,0,0,1,0
149170339,0,0,0,0,0,0,1,0
67992217,0,0,0,0,0,0,1,0
70887597,1,0,0,0,0,0,1,0
151673151,0,0,0,0,0,0,1,0
69190057,0,0,0,0,1,0,0,0
69427086,0,1,0,0,0,0,1,0
19858291,0,0,0,0,0,0,1,0
60776890,0,0,0,0,0,0,1,0
170120333,0,0,1,0,0,0,1,0
42806258,0,0,0,0,1,0,0,0
129254744,0,0,1,0,0,0,1,0
112893059,0,0,1,0,1,0,0,0
58130331,0,0,0,0,0,0,1,0
120849087,0,0,1,0,1,0,0,0
144120802,0,0,0,0,1,0,0,0
41180723,0,0,0,0,1,0,0,0
68822949,0,0,0,0,0,0,1,0
51683879,0,0,0,0,0,0,1,0
47989213,0,0,0,0,0,0,1,0
51854735,0,0,0,0,1,0,0,0
90571665,0,0,1,0,0,0,1,0
60939191,0,0,0,0,0,0,1,0
184971131,0,0,0,0,0,0,0,1
98679727,0,0,0,0,0,0,1,0
51905551,0,0,1,0,0,0,1,0
59618868,0,0,0,0,0,0,1,0
59618450,0,0,1,1,1,0,0,0
59497578,0,0,1,0,0,0,1,0
60158050,0,0,1,0,1,0,0,0
99264447,0,0,0,0,1,0,0,0
97617687,0,0,0,0,0,0,1,0
95902088,0,0,1,0,1,0,0,0
106045002,0,0,0,0,1,0,0,0
77211425,0,0,0,0,0,0,1,0
95513870,0,0,0,0,0,0,1,0
100127510,0,0,1,0,0,0,1,0
90567006,1,0,1,0,0,0,1,0
96348208,0,0,0,0,0,0,1,0
106470567,0,0,1,0,0,0,1,0
180560834,0,0,1,0,0,0,1,0
112624165,0,0,0,0,0,0,1,0
98585771,0,0,1,0,0,0,1,0
95166992,0,0,0,0,1,0,0,0
81398064,0,0,1,0,0,0,1,0
67471526,0,0,0,0,0,0,1,0
54895619,0,0,0,0,1,0,0,0
106332702,0,0,0,0,0,0,1,0
154284253,0,0,0,0,0,0,1,0
131195870,0,0,1,0,0,0,1,0
112719100,0,0,0,0,0,0,1,0
95511367,0,0,1,0,0,0,1,0
89225574,0,0,0,0,1,0,0,0
101162034,0,0,0,0,0,0,0,1
59618644,0,0,1,0,0,0,1,0
112696704,0,0,0,0,0,0,1,0
112709772,0,0,1,0,0,0,1,0
64326201,0,0,1,0,0,0,1,0
53432012,1,0,1,0,0,0,1,0
138921016,0,0,1,0,0,0,1,0
95478701,0,0,0,0,0,0,1,0
95855504,0,0,0,0,0,0,1,0
96308363,0,0,0,0,0,0,1,0
24832221,0,0,0,0,0,0,1,0
53431948,0,0,0,0,0,0,1,0
96443130,0,0,0,0,0,0,1,0
96309874,0,0,0,0,1,0,0,0
83939911,0,0,0,0,1,0,0,0
97227277,0,0,0,0,0,0,1,0
95512052,0,0,0,0,0,0,1,0
98275706,0,0,1,0,0,0,1,0
99694786,0,0,0,0,0,0,1,0
99752295,0,0,1,0,1,0,0,0
98015153,0,0,0,0,0,0,1,0
59575790,1,0,0,0,1,0,0,0
94957704,0,0,1,0,0,0,1,0
92460592,0,1,0,0,1,0,0,0
99689091,0,0,0,0,1,0,0,0
80502763,0,0,1,0,0,0,1,0
112728165,0,0,0,0,0,0,1,0
100109209,0,0,1,0,0,0,1,0
106332702,0,0,0,0,0,0,1,0
100169303,0,0,1,0,0,0,1,0
95479186,0,0,1,0,0,0,1,0
96361204,0,0,0,0,1,0,0,0
95247821,0,0,0,0,0,0,0,1
99554866,0,0,1,0,0,0,1,0
112729202,0,0,0,0,1,0,0,0
100312960,0,0,0,0,0,0,1,0
81397508,0,0,0,0,0,0,1,0
99785183,0,0,0,0,0,0,1,0
99689091,0,0,0,0,1,0,0,0
95923534,0,0,1,0,0,0,1,0
83894266,0,0,0,0,0,0,1,0
19931465,0,0,1,0,0,0,1,0
112719100,0,0,0,0,0,0,1,0
63853213,0,0,1,0,0,0,1,0
98365977,0,0,1,0,0,0,1,0
64551381,0,0,0,0,0,0,1,0
99665637,0,0,0,0,1,0,0,0
100195236,0,0,0,0,0,0,1,0
41749792,0,0,0,0,0,0,1,0
92460592,0,1,0,0,1,0,0,0
59618196,0,0,0,0,0,0,0,1
112638814,0,0,0,1,0,0,1,0
112729344,0,0,0,0,0,0,0,1
112708351,0,0,0,0,0,0,1,0
59618450,0,0,0,1,1,0,0,0
99687736,0,0,1,0,0,0,1,0
95800118,0,0,0,0,1,0,0,0
95521016,0,0,0,0,0,0,1,0
100195971,0,0,1,0,0,0,1,0
99555173,0,0,0,0,1,0,0,0
59618868,0,0,0,0,0,0,1,0
95561554,0,0,0,0,0,0,1,0
